GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2013,2014,2015,2016,2017,2018,2019,2020
" ""48329""","Midland, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,152387,156767,162381,163928,165417,172537,176444,177863
" ""48329""","Midland, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,115561,123333,92681,78045,113124,132698,138141,126631
" ""48331""","Milam, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,835724,875707,920328,900097,900062,907052,927168,1001965
" ""48331""","Milam, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,24096,24147,24364,24678,24907,24970,24721,24708
" ""48331""","Milam, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,34683,36266,37774,36474,36137,36326,37505,40552
" ""48333""","Mills, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,168397,176920,188278,176930,184474,191434,197423,221010
" ""48333""","Mills, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,4873,4871,4887,4886,4923,4865,4872,4840
" ""48333""","Mills, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,34557,36321,38526,36212,37472,39349,40522,45663
" ""48335""","Mitchell, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,276207,281144,276851,254671,265040,287564,291107,304397
" ""48335""","Mitchell, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,9002,9075,8863,8481,8234,8201,8161,8202
" ""48335""","Mitchell, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,30683,30980,31237,30028,32188,35065,35671,37113
" ""48337""","Montague, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,844311,895101,822239,740193,775743,819160,846398,894088
" ""48337""","Montague, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,19386,19366,19254,19387,19408,19596,19848,19962
" ""48337""","Montague, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,43553,46220,42705,38180,39970,41802,42644,44790
" ""48339""","Montgomery, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,31816714,34185600,32722177,31788592,35892247,37350813,39403353,41035812
" ""48339""","Montgomery, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,498488,517262,535913,555338,571542,590127,607583,626351
" ""48339""","Montgomery, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,63826,66090,61059,57242,62799,63293,64853,65516
" ""48341""","Moore, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,774032,850405,928874,875142,920430,916791,1002329,1063185
" ""48341""","Moore, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,22139,21975,21709,21638,21571,21053,20931,20654
" ""48341""","Moore, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,34962,38699,42788,40445,42670,43547,47887,51476
" ""48343""","Morris, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,527100,526443,523872,498083,510046,504365,496552,533340
" ""48343""","Morris, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,12674,12599,12360,12420,12360,12269,12343,12393
" ""48343""","Morris, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,41589,41785,42384,40103,41266,41109,40229,43036
" ""48345""","Motley, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,40787,36265,35229,32896,34986,37275,39081,46814
" ""48345""","Motley, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,1192,1149,1146,1169,1226,1234,1200,1185
" ""48345""","Motley, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,34217,31562,30741,28140,28537,30207,32567,39505
" ""48347""","Nacogdoches, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,2186933,2277782,2358630,2304996,2405378,2492584,2548397,2667032
" ""48347""","Nacogdoches, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,65188,65235,65456,65532,65231,65039,64846,64753
" ""48347""","Nacogdoches, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,33548,34917,36034,35174,36875,38324,39299,41188
" ""48349""","Navarro, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1632680,1701696,1739681,1772361,1819567,1928879,2026267,2173206
" ""48349""","Navarro, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,48036,47907,48167,48403,48744,49556,49978,50694
" ""48349""","Navarro, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,33989,35521,36118,36617,37329,38923,40543,42869
" ""48351""","Newton, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,390478,420806,429392,428925,445075,460892,473982,494152
" ""48351""","Newton, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,14343,14294,14161,14162,13909,13784,13673,13414
" ""48351""","Newton, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,27224,29439,30322,30287,31999,33437,34666,36839
" ""48353""","Nolan, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,568145,601150,592510,584164,613640,649858,676064,712329
" ""48353""","Nolan, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,15076,15139,15128,15082,14912,14845,14833,14835
" ""48353""","Nolan, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,37685,39709,39166,38733,41151,43776,45578,48017
" ""48355""","Nueces, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,14957265,15742090,15501254,14656692,15466649,15699826,16755502,17430572
" ""48355""","Nueces, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,352987,356717,360587,361753,361328,362177,362347,363148
" ""48355""","Nueces, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,42373,44130,42989,40516,42805,43348,46242,47999
" ""48357""","Ochiltree, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,743659,854572,710202,537635,561676,573173,593652,574839
" ""48357""","Ochiltree, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,10701,10709,10690,10259,10004,9861,9815,9598
" ""48357""","Ochiltree, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,69494,79799,66436,52406,56145,58125,60484,59892
" ""48359""","Oldham, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,93451,114415,129605,110817,113658,111171,112088,119630
" ""48359""","Oldham, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,2087,2068,2064,2071,2106,2122,2115,2135
" ""48359""","Oldham, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,44778,55326,62793,53509,53969,52390,52997,56033
" ""48361""","Orange, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,3201774,3440007,3538572,3608234,3694436,3757978,3840830,3992481
" ""48361""","Orange, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,82853,83301,84026,84652,85056,83207,83086,82878
" ""48361""","Orange, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,38644,41296,42113,42624,43435,45164,46227,48173
" ""48363""","Palo Pinto, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1011383,1066033,1052603,1045630,1108889,1175306,1249867,1322179
" ""48363""","Palo Pinto, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,27878,28033,27963,28131,28554,28843,29114,29320
" ""48363""","Palo Pinto, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,36279,38028,37643,37170,38835,40748,42930,45095
" ""48365""","Panola, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1008513,1071261,1017874,920464,970179,1071145,1086805,1094229
" ""48365""","Panola, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,23791,23749,23661,23407,23165,23069,23103,23187
" ""48365""","Panola, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,42391,45108,43019,39324,41881,46432,47042,47191
" ""48367""","Parker, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,5786976,6162939,6337470,6607753,7084130,7668814,8195882,8881342
" ""48367""","Parker, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,119807,122185,125691,129016,133616,138254,143149,148198
" ""48367""","Parker, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,48302,50439,50421,51217,53019,55469,57254,59929
" ""48369""","Parmer, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,422827,506361,608109,446530,464418,438503,493978,544062
" ""48369""","Parmer, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,9989,9954,9791,9764,9688,9666,9555,9522
" ""48369""","Parmer, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,42329,50870,62109,45732,47937,45366,51698,57137
" ""48371""","Pecos, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,504490,548051,534331,510138,541387,604617,630149,634872
" ""48371""","Pecos, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,15656,15818,16022,15852,15626,15673,15757,15718
" ""48371""","Pecos, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,32223,34647,33350,32181,34647,38577,39992,40391
" ""48373""","Polk, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1723749,1760303,1803144,1833766,1923148,2002481,2109985,2269799
" ""48373""","Polk, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,45527,45815,46617,47654,48938,49933,51254,52995
" ""48373""","Polk, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,37862,38422,38680,38481,39298,40103,41167,42830
" ""48375""","Potter, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,4878310,5132294,4956672,4889879,5078362,5298715,5561661,5741919
" ""48375""","Potter, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,122091,122019,121214,120440,120008,118344,116818,116004
" ""48375""","Potter, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,39956,42061,40892,40600,42317,44774,47610,49498
" ""48377""","Presidio, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,270925,288730,279943,278988,287400,311686,316483,346367
" ""48377""","Presidio, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,7383,7189,7048,7113,7044,6764,6612,6508
" ""48377""","Presidio, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,36696,40163,39719,39222,40801,46080,47865,53222
" ""48379""","Rains, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,331733,351210,362503,378662,403281,420113,443343,479485
" ""48379""","Rains, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,11020,11001,11121,11283,11713,12056,12401,12552
" ""48379""","Rains, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,30103,31925,32596,33560,34430,34847,35751,38200
" ""48381""","Randall, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,5484462,5838054,6079111,6178063,6388231,6613569,6891484,7329407
" ""48381""","Randall, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,126833,128823,130463,132465,134148,135745,137770,139899
" ""48381""","Randall, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,43242,45318,46596,46639,47621,48721,50022,52391
" ""48383""","Reagan, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,192562,206240,171076,153653,162854,204985,206582,207329
" ""48383""","Reagan, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,3630,3784,3804,3721,3706,3728,3842,3833
" ""48383""","Reagan, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,53047,54503,44973,41293,43943,54985,53769,54091
" ""48385""","Real, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,106471,112044,115639,111419,116569,123332,127782,138715
" ""48385""","Real, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,3320,3347,3297,3387,3413,3475,3460,3411
" ""48385""","Real, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,32070,33476,35074,32896,34154,35491,36931,40667
" ""48387""","Red River, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,426624,453492,470738,481903,490710,501368,532792,572905
" ""48387""","Red River, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,12484,12443,12344,12175,12167,12141,12095,11995
" ""48387""","Red River, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,34174,36446,38135,39581,40331,41295,44051,47762
" ""48389""","Reeves, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,405917,473646,473465,461769,536884,678905,746398,705454
" ""48389""","Reeves, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,14478,15103,15556,15203,15141,15486,15951,15949
" ""48389""","Reeves, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,28037,31361,30436,30374,35459,43840,46793,44232
" ""48391""","Refugio, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,349626,355497,338517,300250,301621,312579,325082,331928
" ""48391""","Refugio, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,7283,7366,7331,7275,7178,6921,6824,6877
" ""48391""","Refugio, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,48006,48262,46176,41271,42020,45164,47638,48266
" ""48393""","Roberts, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,47818,50789,44364,39061,43056,43428,42475,42930
" ""48393""","Roberts, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,915,910,906,910,937,889,837,813
" ""48393""","Roberts, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,52260,55812,48967,42924,45951,48850,50747,52804
" ""48395""","Robertson, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,654156,679425,698407,674427,693336,726276,748606,786825
" ""48395""","Robertson, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,16420,16457,16688,16821,17152,17237,17104,17155
" ""48395""","Robertson, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,39839,41285,41851,40094,40423,42135,43768,45866
" ""48397""","Rockwall, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,4414961,4681783,5046331,5400622,5858046,6210387,6604810,7136506
" ""48397""","Rockwall, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,84732,87138,90258,93579,96956,100592,104862,109888
" ""48397""","Rockwall, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,52105,53728,55910,57712,60420,61738,62986,64943
" ""48399""","Runnels, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,373385,387387,390938,383256,392108,404485,435975,461308
" ""48399""","Runnels, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,10197,10297,10387,10290,10275,10167,10265,10401
" ""48399""","Runnels, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,36617,37621,37637,37245,38161,39784,42472,44352
" ""48401""","Rusk, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1893459,1980155,1925547,1839552,1925141,2020062,2086184,2148568
" ""48401""","Rusk, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,53269,53144,52897,52836,54148,54246,54386,54324
" ""48401""","Rusk, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,35545,37260,36402,34816,35553,37239,38359,39551
" ""48403""","Sabine, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,329977,345727,359282,352882,355843,373366,388768,425293
" ""48403""","Sabine, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,10428,10435,10451,10389,10422,10541,10490,10507
" ""48403""","Sabine, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,31643,33131,34378,33967,34143,35420,37061,40477
" ""48405""","San Augustine, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,276603,291724,303988,294904,305716,328569,355969,359963
" ""48405""","San Augustine, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,8661,8479,8346,8280,8302,8251,8220,8248
" ""48405""","San Augustine, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,31937,34405,36423,35616,36824,39822,43305,43642
" ""48407""","San Jacinto, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,841714,897056,901727,933266,970853,1023796,1092539,1151469
" ""48407""","San Jacinto, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,26745,27066,27376,27743,28233,28724,28867,29301
" ""48407""","San Jacinto, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,31472,33143,32939,33640,34387,35643,37847,39298
" ""48409""","San Patricio, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,2796726,2869077,2874525,2833378,2860579,3001519,3122738,3245531
" ""48409""","San Patricio, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,66132,66654,67121,67325,67221,66576,66656,67069
" ""48409""","San Patricio, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,42290,43044,42826,42085,42555,45084,46849,48391
" ""48411""","San Saba, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,184658,193727,207391,221995,228134,250045,250916,243616
" ""48411""","San Saba, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,5959,5860,5925,5920,5994,6056,6009,6039
" ""48411""","San Saba, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,30988,33059,35003,37499,38060,41289,41757,40340
" ""48413""","Schleicher, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,148335,151133,136784,123379,108152,118572,119098,127047
" ""48413""","Schleicher, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,3188,3160,3191,3056,2988,2883,2801,2761
" ""48413""","Schleicher, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,46529,47827,42866,40373,36195,41128,42520,46015
" ""48415""","Scurry, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,836734,881739,787523,663447,699355,728648,761275,787654
" ""48415""","Scurry, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,17258,17367,17565,17417,17020,16838,16655,16662
" ""48415""","Scurry, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,48484,50771,44835,38092,41090,43274,45708,47272
" ""48417""","Shackelford, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,435480,513481,360908,278919,352518,364079,296375,284771
" ""48417""","Shackelford, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,3374,3314,3331,3337,3289,3258,3272,3300
" ""48417""","Shackelford, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,129069,154943,108348,83584,107181,111749,90579,86294
" ""48419""","Shelby, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,950378,1024732,1081537,951715,1009352,1075405,1055867,1097209
" ""48419""","Shelby, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,25977,25604,25366,25583,25218,25300,25297,24915
" ""48419""","Shelby, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,36585,40022,42637,37201,40025,42506,41739,44038
" ""48421""","Sherman, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,209497,241230,344176,230412,286746,247898,283501,278044
" ""48421""","Sherman, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,3067,3061,3053,3053,3038,3094,3017,3027
" ""48421""","Sherman, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,68307,78808,112734,75471,94386,80122,93968,91855
" ""48423""","Smith, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,10830421,11464580,10717286,10591686,12055325,12891523,13039934,13458913
" ""48423""","Smith, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,216498,219678,222450,225181,227159,229860,232916,235806
" ""48423""","Smith, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,50026,52188,48178,47036,53070,56084,55986,57076
" ""48425""","Somervell, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,366181,380182,382842,388685,406488,412394,434533,458448
" ""48425""","Somervell, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,8567,8559,8619,8663,8850,9017,9123,9139
" ""48425""","Somervell, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,42743,44419,44418,44867,45931,45735,47630,50164
" ""48427""","Starr, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1484796,1543983,1573168,1569157,1633137,1727177,1795224,2065895
" ""48427""","Starr, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,62347,62901,63406,63697,63887,64017,64294,64266
" ""48427""","Starr, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,23815,24546,24811,24635,25563,26980,27922,32146
" ""48429""","Stephens, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,531271,540450,406800,350904,332575,401271,418131,427115
" ""48429""","Stephens, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,9366,9335,9378,9383,9288,9419,9364,9334
" ""48429""","Stephens, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,56723,57895,43378,37398,35807,42602,44653,45759
" ""48431""","Sterling, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,88070,101417,78277,73608,76614,83788,81541,83278
" ""48431""","Sterling, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,1228,1339,1330,1337,1285,1306,1295,1315
" ""48431""","Sterling, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,71718,75741,58855,55055,59622,64156,62966,63329
" ""48433""","Stonewall, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,59619,69500,70303,69448,80600,81436,77367,80097
" ""48433""","Stonewall, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,1418,1388,1400,1404,1374,1345,1336,1348
" ""48433""","Stonewall, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,42044,50072,50216,49464,58661,60547,57909,59419
" ""48435""","Sutton, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,277669,321717,257797,213529,225472,241620,237671,211654
" ""48435""","Sutton, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,3985,3972,3918,3902,3796,3749,3779,3738
" ""48435""","Sutton, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,69679,80996,65798,54723,59397,64449,62893,56622
" ""48437""","Swisher, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,280009,333491,426918,343813,388872,378961,403889,394408
" ""48437""","Swisher, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,7724,7553,7477,7437,7440,7400,7399,7340
" ""48437""","Swisher, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,36252,44153,57097,46230,52268,51211,54587,53734
" ""48439""","Tarrant, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,86159219,94407962,95789867,95747901,102822067,108654217,112155765,118090622
" ""48439""","Tarrant, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,1913541,1946907,1985664,2023942,2056197,2080998,2101282,2123347
" ""48439""","Tarrant, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,45026,48491,48241,47308,50006,52213,53375,55615
" ""48441""","Taylor, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,5594986,6032376,5857316,5773763,5947719,6349691,6726286,7298050
" ""48441""","Taylor, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,133972,135049,136210,136330,136615,137319,138141,139200
" ""48441""","Taylor, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,41762,44668,43002,42351,43536,46240,48691,52429
" ""48443""","Terrell, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,48193,45402,42009,40069,36963,37346,38035,43265
" ""48443""","Terrell, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,887,906,863,815,810,792,752,702
" ""48443""","Terrell, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,54333,50113,48678,49164,45633,47154,50578,61631
" ""48445""","Terry, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,434013,404254,413390,386165,432323,434779,469654,507221
" ""48445""","Terry, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,12716,12796,12761,12767,12427,12311,12354,12183
" ""48445""","Terry, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,34131,31592,32395,30247,34789,35316,38016,41634
" ""48447""","Throckmorton, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,85183,84210,68749,55228,52093,57852,62209,66293
" ""48447""","Throckmorton, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,1605,1612,1558,1542,1510,1485,1473,1487
" ""48447""","Throckmorton, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,53074,52239,44126,35816,34499,38958,42233,44582
" ""48449""","Titus, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,990072,1061939,1110081,1076916,1120666,1188374,1243105,1356798
" ""48449""","Titus, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,32575,32484,32605,32455,32652,32767,32744,32926
" ""48449""","Titus, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,30394,32691,34046,33182,34322,36267,37964,41207
" ""48451""","Tom Green, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,4834393,5310740,5124447,4962876,5221295,5722522,6164141,6354114
" ""48451""","Tom Green, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,114708,116366,117574,117742,117745,118299,119429,120010
" ""48451""","Tom Green, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,42145,45638,43585,42150,44344,48373,51613,52947
" ""48453""","Travis, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,62035754,67435632,69982304,72385839,80109574,87444888,91228861,96279235
" ""48453""","Travis, TX",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,1122346,1152411,1180003,1206283,1227373,1246693,1273567,1300503
" ""48453""","Travis, TX",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,55273,58517,59307,60007,65269,70141,71633,74032
" ""48455""","Trinity, TX",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,468317,481400,487526,498624,503633,525279,548837,583497
